1 25 0 0
2 24.045084 0 2.938926
3 21.545084 0 4.755282
4 18.454914 0 4.755282
5 15.954915 0 2.938926
6 15 0 -4.371139e-07
7 15.954915 0 -2.938927
8 18.454914 0 -4.755282
9 21.545086 0 -4.755282
10 24.045086 0 -2.938925
11 20.225426 14.694632 0
12 19.452881 14.133346 2.938926
13 17.43034 12.663882 4.755282
14 14.930339 10.847527 4.755282
15 12.907798 9.378063 2.938926
16 12.135255 8.816778 -4.371139e-07
17 12.907798 9.378063 -2.938927
18 14.930339 10.847527 -4.755282
19 17.430342 12.663883 -4.755282
20 19.452883 14.133347 -2.938925
21 7.725424 23.776413 0
22 7.430339 22.868235 2.938926
23 6.657797 20.490593 4.755282
24 5.702882 17.551666 4.755282
25 4.930339 15.174026 2.938926
26 4.635254 14.265848 -4.371139e-07
27 4.930339 15.174026 -2.938927
28 5.702882 17.551666 -4.755282
29 6.657797 20.490595 -4.755282
30 7.43034 22.868237 -2.938925
31 -7.725426 23.776413 0
32 -7.43034 22.868233 2.938926
33 -6.657798 20.490591 4.755282
34 -5.702883 17.551666 4.755282
35 -4.93034 15.174026 2.938926
36 -4.635255 14.265847 -4.371139e-07
37 -4.93034 15.174026 -2.938927
38 -5.702883 17.551666 -4.755282
39 -6.657798 20.490593 -4.755282
40 -7.430341 22.868235 -2.938925
41 -20.225426 14.69463 0
42 -19.452883 14.133344 2.938926
43 -17.43034 12.663881 4.755282
44 -14.930341 10.847525 4.755282
45 -12.907799 9.378062 2.938926
46 -12.135256 8.816778 -4.371139e-07
47 -12.907799 9.378062 -2.938927
48 -14.930341 10.847525 -4.755282
49 -17.430342 12.663882 -4.755282
50 -19.452885 14.133346 -2.938925
51 -25 -2.185569e-06 0
52 -24.045084 -2.102088e-06 2.938926
53 -21.545084 -1.883531e-06 4.755282
54 -18.454914 -1.61338e-06 4.755282
55 -15.954915 -1.394823e-06 2.938926
56 -15 -1.311342e-06 -4.371139e-07
57 -15.954915 -1.394823e-06 -2.938927
58 -18.454914 -1.61338e-06 -4.755282
59 -21.545086 -1.883531e-06 -4.755282
60 -24.045086 -2.102088e-06 -2.938925
61 -20.225424 -14.694634 0
62 -19.452881 -14.133348 2.938926
63 -17.430338 -12.663885 4.755282
64 -14.930338 -10.847528 4.755282
65 -12.907797 -9.378065 2.938926
66 -12.135254 -8.81678 -4.371139e-07
67 -12.907797 -9.378065 -2.938927
68 -14.930338 -10.847528 -4.755282
69 -17.43034 -12.663886 -4.755282
70 -19.452883 -14.133349 -2.938925
71 -7.725427 -23.776413 0
72 -7.430342 -22.868233 2.938926
73 -6.657799 -20.490591 4.755282
74 -5.702884 -17.551666 4.755282
75 -4.930341 -15.174026 2.938926
76 -4.635256 -14.265847 -4.371139e-07
77 -4.930341 -15.174026 -2.938927
78 -5.702884 -17.551666 -4.755282
79 -6.6578 -20.490593 -4.755282
80 -7.430343 -22.868235 -2.938925
81 7.725428 -23.776413 0
82 7.430343 -22.868233 2.938926
83 6.6578 -20.490591 4.755282
84 5.702885 -17.551666 4.755282
85 4.930342 -15.174026 2.938926
86 4.635257 -14.265847 -4.371139e-07
87 4.930342 -15.174026 -2.938927
88 5.702885 -17.551666 -4.755282
89 6.6578 -20.490593 -4.755282
90 7.430343 -22.868235 -2.938925
91 20.225431 -14.694624 0
92 19.452887 -14.133338 2.938926
93 17.430344 -12.663876 4.755282
94 14.930344 -10.847521 4.755282
95 12.907802 -9.378058 2.938926
96 12.135259 -8.816774 -4.371139e-07
97 12.907802 -9.378058 -2.938927
98 14.930344 -10.847521 -4.755282
99 17.430346 -12.663877 -4.755282
100 19.452888 -14.13334 -2.938925
Faces:
1 11 12 2.
2 12 13 3.
3 13 14 4.
4 14 15 5.
5 15 16 6.
6 16 17 7.
7 17 18 8.
8 18 19 9.
9 19 20 10.
10 20 11 1.
11 21 22 12.
12 22 23 13.
13 23 24 14.
14 24 25 15.
15 25 26 16.
16 26 27 17.
17 27 28 18.
18 28 29 19.
19 29 30 20.
20 30 21 11.
21 31 32 22.
22 32 33 23.
23 33 34 24.
24 34 35 25.
25 35 36 26.
26 36 37 27.
27 37 38 28.
28 38 39 29.
29 39 40 30.
30 40 31 21.
31 41 42 32.
32 42 43 33.
33 43 44 34.
34 44 45 35.
35 45 46 36.
36 46 47 37.
37 47 48 38.
38 48 49 39.
39 49 50 40.
40 50 41 31.
41 51 52 42.
42 52 53 43.
43 53 54 44.
44 54 55 45.
45 55 56 46.
46 56 57 47.
47 57 58 48.
48 58 59 49.
49 59 60 50.
50 60 51 41.
51 61 62 52.
52 62 63 53.
53 63 64 54.
54 64 65 55.
55 65 66 56.
56 66 67 57.
57 67 68 58.
58 68 69 59.
59 69 70 60.
60 70 61 51.
61 71 72 62.
62 72 73 63.
63 73 74 64.
64 74 75 65.
65 75 76 66.
66 76 77 67.
67 77 78 68.
68 78 79 69.
69 79 80 70.
70 80 71 61.
71 81 82 72.
72 82 83 73.
73 83 84 74.
74 84 85 75.
75 85 86 76.
76 86 87 77.
77 87 88 78.
78 88 89 79.
79 89 90 80.
80 90 81 71.
81 91 92 82.
82 92 93 83.
83 93 94 84.
84 94 95 85.
85 95 96 86.
86 96 97 87.
87 97 98 88.
88 98 99 89.
89 99 100 90.
90 100 91 81.
91 1 2 92.
92 2 3 93.
93 3 4 94.
94 4 5 95.
95 5 6 96.
96 6 7 97.
97 7 8 98.
98 8 9 99.
99 9 10 100.
100 10 1 91.
