1 8.000000 0.000000 4.999950
2 8.000000 0.782165 4.938392
3 8.000000 1.545070 4.755235
4 8.000000 2.269930 4.454988
5 8.000000 2.938897 4.045044
6 8.000000 3.535499 3.535498
7 8.000000 4.045044 2.938897
8 8.000000 4.454988 2.269930
9 8.000000 4.755235 1.545069
10 8.000000 4.938392 0.782164
11 8.000000 4.999950 -0.000000
12 8.000000 4.938392 -0.782165
13 8.000000 4.755235 -1.545070
14 8.000000 4.454988 -2.269930
15 8.000000 4.045044 -2.938897
16 8.000000 3.535498 -3.535499
17 8.000000 2.938897 -4.045045
18 8.000000 2.269929 -4.454988
19 8.000000 1.545069 -4.755235
20 8.000000 0.782164 -4.938392
21 8.000000 -0.000000 -4.999950
22 8.000000 -0.782165 -4.938392
23 8.000000 -1.545070 -4.755235
24 8.000000 -2.269930 -4.454988
25 8.000000 -2.938897 -4.045044
26 8.000000 -3.535499 -3.535498
27 8.000000 -4.045045 -2.938896
28 8.000000 -4.454988 -2.269929
29 8.000000 -4.755235 -1.545069
30 8.000000 -4.938392 -0.782164
31 8.000000 -4.999950 0.000000
32 8.000000 -4.938392 0.782165
33 8.000000 -4.755235 1.545070
34 8.000000 -4.454988 2.269930
35 8.000000 -4.045044 2.938897
36 8.000000 -3.535498 3.535499
37 8.000000 -2.938896 4.045045
38 8.000000 -2.269929 4.454988
39 8.000000 -1.545069 4.755235
40 8.000000 -0.782164 4.938392
41 0.022376 0.000000 4.999950
42 0.782485 0.782165 4.938392
43 1.545232 1.545070 4.755235
44 2.270040 2.269930 4.454988
45 2.938982 2.938897 4.045044
46 3.535569 3.535499 3.535498
47 4.045106 4.045044 2.938897
48 4.455044 4.454988 2.269930
49 4.755288 4.755235 1.545069
50 4.938443 4.938392 0.782164
51 5.000000 4.999950 -0.000000
52 4.938443 4.938392 -0.782165
53 4.755288 4.755235 -1.545070
54 4.455044 4.454988 -2.269930
55 4.045106 4.045044 -2.938897
56 3.535569 3.535498 -3.535499
57 2.938982 2.938897 -4.045045
58 2.270040 2.269929 -4.454988
59 1.545231 1.545069 -4.755235
60 0.782485 0.782164 -4.938392
61 0.022376 -0.000000 -4.999950
62 0.782485 -0.782165 -4.938392
63 1.545232 -1.545070 -4.755235
64 2.270040 -2.269930 -4.454988
65 2.938983 -2.938897 -4.045044
66 3.535570 -3.535499 -3.535498
67 4.045107 -4.045045 -2.938896
68 4.455044 -4.454988 -2.269929
69 4.755288 -4.755235 -1.545069
70 4.938443 -4.938392 -0.782164
71 5.000000 -4.999950 0.000000
72 4.938443 -4.938392 0.782165
73 4.755287 -4.755235 1.545070
74 4.455044 -4.454988 2.269930
75 4.045106 -4.045044 2.938897
76 3.535569 -3.535498 3.535499
77 2.938982 -2.938896 4.045045
78 2.270039 -2.269929 4.454988
79 1.545231 -1.545069 4.755235
80 0.782485 -0.782164 4.938392
81 0.022376 6.500000 4.999950
82 0.782485 6.500000 4.938392
83 1.545232 6.500000 4.755235
84 2.270040 6.500000 4.454988
85 2.938982 6.500000 4.045044
86 3.535569 6.500000 3.535498
87 4.045106 6.500000 2.938897
88 4.455044 6.500000 2.269930
89 4.755288 6.500000 1.545069
90 4.938443 6.500000 0.782164
91 5.000000 6.500000 -0.000000
92 4.938443 6.500000 -0.782165
93 4.755288 6.500000 -1.545070
